Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Terrasse,Jardin,Piscine
HOUSE,TOWN_HOUSE,Flandres,Grimbergen,1850,Hertog Makelaars,vastgoeddehertog@importfrommedia.be,+32 2 303 45 45,BUY_REGULAR,519000,3,5,2,0,2,,1,2,HYPER_EQUIPPED,GOOD,194,,303,0,0,1,0,0,0,0,0
APARTMENT,PENTHOUSE,Bruxelles,Woluwe-Saint-Pierre,1150,John Steed Place Dumon,engelvoe_dumon@importfrommedia.be,+32 2 256 07 27,BUY_REGULAR,419000,3,2,1,1,2,,1,,HYPER_EQUIPPED,JUST_RENOVATED,117,,,1,0,0,0,0,0,0,0
HOUSE,APARTMENT_BLOCK,Bruxelles,Anderlecht,1070,Immo One,immoone@omniwebsites.be,+32 2 522 51 22,BUY_REGULAR,545000,2,4,2,0,3,,1,,SEMI_EQUIPPED,GOOD,240,,104,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Flandres,Turnhout,2300,Heylen Vastgoed Turnhout,heylenvastgoed@omniwebsites.be,+32 14 73 38 82,BUY_REGULAR,275000,3,3,2,0,1,,1,,SEMI_EQUIPPED,TO_RENOVATE,132,,243,1,0,1,0,1,0,1,0
APARTMENT,APARTMENT,Wallonie,Boussu,7300,Rêvimmo Mons,evimmorealestate_306@importfrommedia.be,+32 65 94 90 50,BUY_REGULAR,139000,2,2,1,1,1,,,1,USA_INSTALLED,GOOD,78,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Messancy,6780,Dynasty,storage8437_934@importfrommedia.be,,BUY_REGULAR,458000,3,4,1,1,2,,1,2,INSTALLED,,226,,345,1,0,0,0,0,0,0,0
HOUSE,VILLA,Wallonie,Ittre,1460,Cap Sud Nivelles,capsud-nivelles2@importfrommedia.be,+32 67 79 44 44,BUY_REGULAR,490000,4,3,1,1,1,,,3,INSTALLED,TO_BE_DONE_UP,155,1939,2099,0,0,1,0,0,0,1,0
HOUSE,HOUSE,Wallonie,MUSSON,6750,Alison immo,alisonimmo@omniwebsites.be,,BUY_REGULAR,250000,2,4,,1,,,1,,,,140,,350,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Hoboken,2660,Chase,chasevastgoed@omniwebsites.be,+32 3 740 03 90,BUY_REGULAR,249000,2,2,1,0,1,,,,SEMI_EQUIPPED,GOOD,140,60,155,1,0,0,0,1,0,1,0
HOUSE,HOUSE,Flandres,Schilde,2970,Reds Group,storage8013_994@importfrommedia.be,+32 3 227 58 58,BUY_REGULAR,1500000,4,5,2,0,3,6,1,5,,TO_RENOVATE,650,,9005,0,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Flandres,Keerbergen,3140,Immo Margriet,info@immomargriet.be,+32 15 51 45 40,BUY_REGULAR,285000,,3,1,0,2,,,,,AS_NEW,109,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Grez-Doiceau,1390,TRUST REAL ESTATE SPRL,trust@omniwebsites.be,+32 10 68 01 81,BUY_REGULAR,287000,4,3,,1,1,,,,,TO_RENOVATE,160,,697,1,0,1,0,1,0,1,0
HOUSE,HOUSE,Wallonie,CHATELET,6200,Service Immobilier,info@serviceimmobilier.be,+32 71 38 44 44,BUY_REGULAR,89000,2,2,1,0,,,,,,TO_RENOVATE,,,175,1,0,1,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Deurne,2100,Heylen Vastgoed Deurne,heylenvastgoed@omniwebsites.be,+32 3 376 46 40,BUY_REGULAR,205000,3,2,1,0,1,,,,NOT_INSTALLED,GOOD,85,,,0,0,0,0,1,0,0,0
HOUSE,VILLA,Wallonie,Gozee ,6534,,,+32495163644,BUY_REGULAR,315000,4,4,1,1,1,,2,4,SEMI_EQUIPPED,AS_NEW,180,300,755,1,1,1,0,1,0,1,0
HOUSE,HOUSE,Flandres,Roulers,8800,Hyboma,hyboma_kortemark@importfrommedia.be,+32 51 48 09 80,BUY_REGULAR,490000,4,3,2,0,2,,1,,HYPER_EQUIPPED,AS_NEW,,,495,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Liège,4020,DOR & BLEUS Immobilier,dorenbleus@omniwebsites.be,+32 4 223 21 88,BUY_REGULAR,139000,2,1,1,0,1,,,,INSTALLED,,60,,,0,0,0,0,1,0,0,0
HOUSE,MANSION,Flandres,Gand,9000,Cornelis & Partners,cornelis@importfrommedia.be,,BUY_REGULAR,550000,2,5,2,0,3,,1,,USA_HYPER_EQUIPPED,TO_BE_DONE_UP,292,,138,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Neupre,4122,Groupe PENOIT,penoit_seraing@importfrommedia.be,+32 4 338 42 32,BUY_REGULAR,259000,2,3,1,1,2,,1,2,INSTALLED,TO_BE_DONE_UP,112,,857,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Koksijde,8670,Immo La Terrasse,immolaterrasse_257@importfrommedia.be,+32 58 51 83 83,BUY_REGULAR,365000,2,3,2,0,2,,,,USA_HYPER_EQUIPPED,JUST_RENOVATED,105,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,KAPELLE-OP-DEN-BOS,1880,Clavis Vastgoed,clavis@omniwebsites.be,+32 15 71 10 00,BUY_REGULAR,415000,3,2,1,0,2,,1,3,SEMI_EQUIPPED,GOOD,135,,1043,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Libramont-Chevigny,6800,Honesty Libramont - 7 bureaux proches de chez vous,honesty_libramont-chevig@importfrommedia.be,+32 61 29 24 14,BUY_REGULAR,199000,4,2,1,0,1,,,14,NOT_INSTALLED,AS_NEW,79,,,1,0,0,0,0,0,0,0
HOUSE,TOWN_HOUSE,Flandres,De Klinge,9170,Finehomes Vastgoed & Advies,finehomes@omniwebsites.be,+32 3 770 62 84,BUY_REGULAR,249000,2,3,1,0,2,,1,,SEMI_EQUIPPED,TO_RENOVATE,180,35,96,0,0,0,0,1,0,1,0
HOUSE,TOWN_HOUSE,Bruxelles,Neder-over-Heembeek,1120,JON Invest SPRL,info@joninvest.be,+32 2 469 12 72,BUY_REGULAR,525000,3,4,1,0,3,,,,INSTALLED,TO_BE_DONE_UP,259,,350,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Tellin,6927,Wellimmo sprl,storage3337_722@importfrommedia.be,,BUY_REGULAR,275000,4,3,1,0,1,,1,3,NOT_INSTALLED,GOOD,106,970,1031,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Neufchateau,6840,Honesty Libramont - 7 bureaux proches de chez vous,honesty_libramont-chevig@importfrommedia.be,+32 61 29 24 14,BUY_REGULAR,340000,4,5,2,1,2,,1,3,SEMI_EQUIPPED,TO_BE_DONE_UP,258,1645,2131,1,0,0,0,0,0,1,0
HOUSE,HOUSE,Wallonie,Liberchies,6238,Be Home Partners Braine l’Alleud-Genappe-Nivelles,behomepr_nivelles@importfrommedia.be,+32 67 84 12 84,BUY_REGULAR,325000,3,4,2,1,3,,,,USA_INSTALLED,GOOD,171,,170,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,Huy,4500,Trevi Rasquain,trevi-rasquain@omniwebsites.be,+32 85 25 39 03,BUY_REGULAR,274500,3,3,,1,1,,,,NOT_INSTALLED,,108,,,0,0,0,0,1,0,0,0
APARTMENT,APARTMENT,Flandres,Vilvoorde,1800,ViRiX,virix@virix.be,+32 3 443 06 30,BUY_REGULAR,354223,4,2,1,0,1,,47,,HYPER_EQUIPPED,AS_NEW,110,,,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Mons Cuesmes,7033,CENTURY 21 Avantage,storage5112_784@importfrommedia.be,+32 65 88 50 48,BUY_REGULAR,190000,2,2,1,1,1,,1,,INSTALLED,AS_NEW,100,99,210,1,0,0,1,0,0,1,0
