Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Terrasse,Jardin,Piscine
APARTMENT,APARTMENT,Bruxelles,Auderghem,1160,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,514500,,2,2,1,1,,1,,USA_HYPER_EQUIPPED,AS_NEW,102,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Ixelles,1050,Immobilière Le Lion,storage7781_836@importfrommedia.be,+32 2 672 71 11,BUY_REGULAR,650000,2,2,2,2,2,,,,HYPER_EQUIPPED,AS_NEW,112,,,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Etterbeek,1040,BATHIM & CO RESIDENTIAL,bathimco_bruxelles@importfrommedia.be,+32 2 733 00 00,BUY_REGULAR,655000,2,2,2,0,2,,,35,USA_HYPER_EQUIPPED,AS_NEW,114,,,1,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,La Hulpe,1310,We Invest BW Centre,storage4563_964@importfrommedia.be,+32 2 319 46 46,BUY_REGULAR,475000,2,3,2,0,3,,,,INSTALLED,TO_RENOVATE,181,135,185,0,0,0,0,0,0,1,0
APARTMENT,DUPLEX,Flandres,Merchtem,1785,Immo Store,immostore@omniwebsites.be,+32 2 203 03 03,BUY_REGULAR,290000,2,2,1,0,1,,1,,INSTALLED,GOOD,115,,,1,0,0,0,1,0,0,0
HOUSE,HOUSE,Wallonie,Aubange Halanzy,6792,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,495000,4,4,1,0,2,,1,4,INSTALLED,GOOD,140,472,619,0,0,0,0,0,0,1,0
HOUSE,HOUSE,Flandres,Beringen,3582,IMMOFUSION,storage8365_596@importfrommedia.be,+32 78 78 78 70,BUY_REGULAR,279000,4,3,1,0,2,,1,4,SEMI_EQUIPPED,GOOD,161,,1454,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Hoogstraten,2320,ERA Noord,immoweb@erabelgium.be,,BUY_REGULAR,445000,2,2,1,0,,,,,HYPER_EQUIPPED,GOOD,115,,,0,0,0,0,0,0,0,0
APARTMENT,DUPLEX,Flandres,Gent,9000,Vicus,info@vicusvastgoed.be,,BUY_REGULAR,289000,2,3,2,0,2,1,,,,TO_RENOVATE,114,4,,0,0,0,0,0,0,1,0
HOUSE,TOWN_HOUSE,Flandres,Wemmel,1780,Immo David,immodavid_zellik@importfrommedia.be,+32 2 305 51 33,BUY_REGULAR,485000,2,3,1,0,2,,,,INSTALLED,TO_BE_DONE_UP,190,,1612,1,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Middelkerke,8430,Immo Francois,contact@immofrancois.be,+32 59 46 04 60,BUY_REGULAR,199000,,1,1,0,1,2,,,,GOOD,58,,,0,0,0,0,0,0,0,0
HOUSE,VILLA,Wallonie,Grâce-Hollogne,4460,M2B srl,fabrice@votresolution.be,+32 492 65 00 36,BUY_REGULAR,349000,4,3,1,0,2,,1,4,,GOOD,1160,1,1160,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Flandres,Puurs-Sint-Amands,2890,Julimmo,storage7258_776@importfrommedia.be,+32 3 303 39 36,BUY_REGULAR,324000,2,2,1,0,1,,1,1,HYPER_EQUIPPED,GOOD,87,,,1,0,0,0,0,0,0,0
