Property Type,Property Subtype,Region,City,CP,Agency Name,Agency Email,Agency Phone,Type de vente,Price,Nombre de façades,Nombre de chambres,Nombre de salles de bain,Nombre de douches,Nombre de toilettes,Nombre de pièces,Nombre de parking intérieurs,Nombre de parking extérieurs,Type de cuisine,État du bâtiment,Surface habitable,Surface jardin,Surface totale,Basement,Dressing,Dining Room,Meublé,Cheminée,Balcon,Terrasse,Jardin,Piscine
HOUSE,HOUSE,Flandres,Menin,8930,DL Groupe Mouscron 056,cabinet056_553@importfrommedia.be,+32 56 34 00 04,BUY_REGULAR,159000,2,2,1,1,,,1,,SEMI_EQUIPPED,GOOD,110,40,85,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Gembloux,5030,Valdel Immo Brabant Wallon,valdelimmo@omniwebsites.be,,BUY_REGULAR,595000,,6,3,0,2,,,2,HYPER_EQUIPPED,GOOD,280,,602,1,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Flandres,Izegem,8870,Albert Izegem,albertizegem@contactme.skarabee.com,+32 51 37 29 70,BUY_REGULAR,289000,2,4,2,0,3,1,1,,,,188,110,250,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,VARSENARE,8490,IMMO WOON !,immowoon@omniwebsites.be,+32 50 73 33 37,BUY_REGULAR,389000,2,2,1,0,2,,,2,SEMI_EQUIPPED,GOOD,138,,110,0,0,0,0,1,0,1,0,0
HOUSE,VILLA,Wallonie,Nivelles,1400,TRIOR Nivelles,triorwat_nivelles@importfrommedia.be,+32 67 49 04 88,BUY_REGULAR,699000,4,5,2,0,3,,1,5,USA_INSTALLED,AS_NEW,279,847,847,0,0,0,0,0,0,1,1,1
APARTMENT,GROUND_FLOOR,Flandres,Genk,3600,Immo Lantmeeters,landmeeters@omniwebsites.be,+32 11 29 12 12,BUY_REGULAR,479000,,2,2,0,,,1,,NOT_INSTALLED,,134,,,1,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,289500,4,2,1,1,1,,,,USA_INSTALLED,AS_NEW,87,,,0,0,0,0,0,0,1,0,0
HOUSE,MANSION,Wallonie,Liège,4000,JNP Real Estate,storage8474_459@importfrommedia.be,,BUY_REGULAR,335000,2,7,2,2,3,,,,INSTALLED,GOOD,345,,138,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Molenbeek-Saint-Jean,1080,CENTURY 21 Action,info@century21action.be,+32 2 512 21 21,BUY_REGULAR,175000,2,1,1,0,,,,,INSTALLED,,60,,,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Aywaille,4920,Bureau Godin – Liège,bureau-godin_grivegnee@importfrommedia.be,+32 4 222 90 09,BUY_REGULAR,140000,2,2,1,0,1,,,,NOT_INSTALLED,GOOD,101,,56,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Vosselaar,2350,Di Legno Vastgoed,storage5690_523@importfrommedia.be,+32 14 70 73 23,BUY_REGULAR,385000,4,4,1,0,1,,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,226,,1134,1,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Beersel,1650,Multimmo bvba,multimmo@omniwebsites.be,+32 2 378 40 40,BUY_REGULAR,550000,2,6,2,0,3,,2,,HYPER_EQUIPPED,GOOD,258,762,1152,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,ANTWERPEN,2000,Immovasta,immovasta@omniwebsites.be,+32 3 289 70 30,BUY_REGULAR,224000,2,1,1,0,1,,,,INSTALLED,GOOD,47,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Wallonie,Morlanwelz Carnières,7141,Pacimmo,pacimmo_832@importfrommedia.be,+32 71 32 53 25,BUY_REGULAR,329900,4,3,1,1,2,,1,4,INSTALLED,GOOD,197,600,872,1,0,1,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Knokke,8300,Immo Cauwe,2009073722003059000000005@secure.fortissimmo.net,+32 50 62 76 10,BUY_REGULAR,460000,2,2,2,1,1,9,,,INSTALLED,GOOD,75,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Knokke-Heist,8300,Knokke Real Estate,200358@secure.fortissimmo.net,+32 50 64 10 10,BUY_REGULAR,2195000,4,4,2,0,,12,1,2,HYPER_EQUIPPED,AS_NEW,233,,883,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,HORION-HOZÉMONT,4460,Trevi Rasquain,trevi-rasquain@omniwebsites.be,+32 85 25 39 03,BUY_REGULAR,395000,,4,2,2,2,,,2,INSTALLED,AS_NEW,245,80000,,0,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,La Panne,8660,Agence Driemo,19988990651@secure.fortissimmo.net,+32 58 41 51 36,BUY_REGULAR,240000,,1,1,0,,,,,,AS_NEW,,,,1,0,1,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Harelbeke,8530,Nele Tassaert Immo,ssaertimmobilien_883@importfrommedia.be,+32 56 32 39 39,BUY_REGULAR,149000,,1,1,0,1,,1,1,,AS_NEW,71,,,0,0,0,1,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Asse,1731,CENTURY 21 Beyto,beyto@omniwebsites.be,+32 2 309 65 88,BUY_REGULAR,229000,2,2,1,0,1,,,,,TO_BE_DONE_UP,91,,,1,0,0,0,1,0,1,0,0
APARTMENT,GROUND_FLOOR,Flandres,Antwerpen,2180,Neon Vastgoed,info@neonvastgoed.be,+32 3 336 88 88,BUY_REGULAR,349000,,2,1,0,1,3,,,,GOOD,108,35,,0,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Bruxelles,Bruxelles,1130,We Invest Bruxelles,storage4563_152@importfrommedia.be,+32 2 318 62 66,BUY_REGULAR,561000,3,4,2,2,3,,,,USA_HYPER_EQUIPPED,,156,103,0,0,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Lambert,1200,Expertissimmo,expertissimmo_bruxelles@importfrommedia.be,+32 2 736 67 92,BUY_REGULAR,420000,2,3,1,1,1,,1,,,GOOD,131,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Erpe-Mere,9420,Immo De Ras,immowebimmoderas@importfrommedia.be,+32 53 60 65 60,BUY_REGULAR,235000,3,2,1,0,1,,1,4,INSTALLED,TO_RENOVATE,170,500,707,1,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,Merksem,2170,Lombaerts Vastgoed,lombaertsvastgoed@contactme.skarabee.com,,BUY_REGULAR,256000,1,2,1,0,1,1,1,,,GOOD,107,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Hoogstraten,2321,Hillewaere  Vastgoed Hoogstraten,2hmhoogstraten@contactme.skarabee.com,+32 3 369 13 05,BUY_REGULAR,499000,4,3,1,0,2,1,2,3,,GOOD,216,,961,0,0,0,0,0,0,0,0,0
APARTMENT,PENTHOUSE,Flandres,Rhode-Saint-Genèse,1640,Latour et Petit Waterloo Vente,latourpetit_757@importfrommedia.be,+32 2 357 19 19,BUY_REGULAR,695000,3,3,2,1,1,,8,,USA_SEMI_EQUIPPED,AS_NEW,141,,,0,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Geraardsbergen Grimminge,9506,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,699000,4,5,1,0,2,,2,10,INSTALLED,AS_NEW,256,3661,3828,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Hotton,6990,Easyhome,storage7460_368@importfrommedia.be,+32 84 77 00 43,BUY_REGULAR,469000,4,4,2,1,2,,1,6,USA_INSTALLED,GOOD,342,1690,1690,1,0,0,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Anzegem,8570,Immo D'Hondt,paralles@omniwebsites.be,,BUY_REGULAR,210000,,3,1,0,1,,,,INSTALLED,,182,,328,1,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Flandres,Geel,2440,Immo Point Kempen,storage5491_907@importfrommedia.be,,BUY_REGULAR,650000,4,4,2,0,3,,1,2,HYPER_EQUIPPED,JUST_RENOVATED,,,1638,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Wemmel,1780,Immo Clicking,199658@secure.fortissimmo.net,+32 2 608 17 10,BUY_REGULAR,379000,,2,1,0,1,10,,,,AS_NEW,149,17,110,0,0,0,0,0,0,1,1,0
APARTMENT,FLAT_STUDIO,Flandres,Waregem,8790,DMG Vastgoed,dmgvastgoed_285@importfrommedia.be,+32 55 21 12 10,BUY_REGULAR,125000,,1,1,1,1,,,,USA_INSTALLED,JUST_RENOVATED,37,,,0,0,0,0,0,0,0,0,0
HOUSE,TOWN_HOUSE,Flandres,Vilvorde,1800,Immo PFAFF,Z47441@secure.fortissimmo.net,+32 2 897 85 30,BUY_REGULAR,349000,,4,1,0,1,,1,,HYPER_EQUIPPED,AS_NEW,130,,127,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Anvers,2000,UGLY,vastgoed_berchem@importfrommedia.be,+32 3 309 10 10,BUY_REGULAR,269000,,1,1,0,1,,,,USA_HYPER_EQUIPPED,,74,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Waterloo,1410,Eventimmo Real Estate - Services,eventimmo@omniwebsites.be,+32 2 735 18 38,BUY_REGULAR,385000,4,2,1,0,2,,1,,HYPER_EQUIPPED,TO_BE_DONE_UP,105,,,1,0,0,0,1,0,1,0,0
HOUSE,VILLA,Flandres,Knokke-Heist,8300,Cambier - De Nil,cambierdenil@importfrommedia.be,+32 50 60 10 20,BUY_REGULAR,2195000,3,5,4,3,4,6,1,1,HYPER_EQUIPPED,AS_NEW,210,250,344,0,0,0,0,0,0,1,1,0
APARTMENT,PENTHOUSE,Bruxelles,Anderlecht,1070,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,440000,2,3,2,2,1,,113,113,USA_HYPER_EQUIPPED,AS_NEW,113,23,,1,0,0,0,0,0,1,1,0
HOUSE,MANSION,Flandres,Anvers,2018,Hans immo.,hansimmo-wr5pzi@omniwebsites.be,+32 3 290 30 30,BUY_REGULAR,895000,2,6,3,0,3,,,,SEMI_EQUIPPED,GOOD,360,16,110,1,0,0,0,1,0,1,1,0
APARTMENT,PENTHOUSE,Flandres,Knokke-Heist,8300,Christophe Colpaert Exclusive Properties,christophecolpaert_knokke@importfrommedia.be,+32 50 61 25 71,BUY_REGULAR,1395000,3,2,2,0,2,3,1,,USA_HYPER_EQUIPPED,AS_NEW,76,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Arlon,6700,Double V Immobilière,wimmobiliere@omniwebsites.be,+32 63 22 72 77,BUY_REGULAR,520000,,3,2,0,2,,2,,INSTALLED,,122,,,1,0,0,0,1,0,0,0,0
HOUSE,HOUSE,Flandres,Beersel,1653,Trianon Invest,obrialexis_uccle_210@importfrommedia.be,+32 2 340 37 07,BUY_REGULAR,275000,3,2,1,0,2,,,2,INSTALLED,GOOD,120,80,260,0,0,0,0,0,0,1,1,0
APARTMENT,APARTMENT,Flandres,DENDERMONDE,9200,Immo Twins,immotwins@omniwebsites.be,+32 52 55 55 55,BUY_REGULAR,489000,,2,1,0,2,,2,,HYPER_EQUIPPED,,112,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Anderlecht,1070,We Invest Bruxelles Ouest,storage4563_101@importfrommedia.be,+32 2 315 77 22,BUY_REGULAR,289000,2,3,1,0,1,,,,USA_INSTALLED,GOOD,140,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Deurne,2100,Hans immo.,hansimmo-wr5pzi@omniwebsites.be,+32 3 290 30 30,BUY_REGULAR,275000,2,5,1,1,2,,,,INSTALLED,GOOD,157,22,0,1,0,0,0,1,0,0,1,0
HOUSE,VILLA,Wallonie,Namur,5101,,,+32472382126,BUY_REGULAR,595000,4,3,2,0,2,,,,HYPER_EQUIPPED,AS_NEW,210,,1326,1,0,1,0,1,0,0,0,1
HOUSE,HOUSE,Wallonie,Durbuy,6940,Antoine Immobilier - Durbuy,Z120783946003860000000001@secure.fortissimmo.net,+32 86 34 56 70,BUY_REGULAR,390000,,4,2,0,2,17,,,INSTALLED,,209,,1300,1,0,1,0,0,0,0,0,0
HOUSE,VILLA,Flandres,Gits,8830,Huys Noord Immobiliën,contact@huysnoord.be,+32 50 70 06 00,BUY_REGULAR,529000,4,3,1,0,2,,,1,HYPER_EQUIPPED,GOOD,,,453,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Assenede,9960,Vastgoed Unicum,planning@vastgoedunicum.be,+32 9 336 16 15,BUY_REGULAR,225000,2,1,1,0,1,14,1,,INSTALLED,GOOD,80,,,1,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Ichtegem,8480,Stijn De Smet Vastgoed,Z47969@secure.fortissimmo.net,+32 472 51 95 59,BUY_REGULAR,185000,,1,1,0,,8,,,INSTALLED,,64,,,0,0,0,0,0,0,1,0,0
APARTMENT,FLAT_STUDIO,Flandres,Anvers,2060,Bolt Immo,bolt@omniwebsites.be,+32 3 568 68 06,BUY_REGULAR,105000,2,1,1,0,1,,,,INSTALLED,GOOD,32,,,0,0,0,0,1,0,0,0,0
HOUSE,VILLA,Wallonie,Court-Saint-Etienne,1490,So Cosy Immobilière,nicolas.mommens@socosy.be,+32 10 22 25 11,BUY_REGULAR,685000,4,3,2,1,2,,2,,INSTALLED,,185,,2730,0,1,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Flandres,Tongerlo,2260,Heylen Vastgoed Geel,heylenvastgoed@omniwebsites.be,+32 14 76 24 54,BUY_REGULAR,225000,3,3,1,0,1,,,,SEMI_EQUIPPED,TO_RENOVATE,127,,320,1,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Haacht,3150,AEF Immo,info@aefimmo.be,+32 471 47 14 81,BUY_REGULAR,295000,,3,1,0,,4,1,,,GOOD,115,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Bruxelles,Uccle,1180,CENTURY 21 ATG,c21atg@omniwebsites.be,+32 54 34 34 34,BUY_REGULAR,565000,3,4,1,0,2,,1,1,INSTALLED,TO_RENOVATE,136,,200,1,0,0,0,1,0,1,1,0
HOUSE,HOUSE,Bruxelles,Woluwe-Saint-Pierre,1150,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,599000,2,4,2,1,2,,,,USA_HYPER_EQUIPPED,GOOD,156,,90,1,0,1,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Blégny,4671,Sciara Immo,immobilieresciara@importfrommedia.be,+32 4 366 00 26,BUY_REGULAR,410000,4,3,2,1,3,,2,7,INSTALLED,AS_NEW,150,600,835,0,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Wallonie,Charleroi,6044,Immobilière Del Bianco,storage3348_825@importfrommedia.be,+32 71 46 54 26,BUY_REGULAR,249000,3,2,1,1,2,,,,INSTALLED,AS_NEW,140,,78,0,0,0,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Bruxelles,Evere,1140,Homeside Properties,homeside@omniwebsites.be,+32 2 567 96 74,BUY_REGULAR,389000,2,3,1,0,1,,,,INSTALLED,,130,,,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Wallonie,Libin,6890,Honesty Libramont - 7 bureaux proches de chez vous,honesty_libramont-chevig@importfrommedia.be,+32 61 29 24 14,BUY_REGULAR,249000,3,3,2,1,2,,1,1,INSTALLED,TO_BE_DONE_UP,150,117,375,1,0,1,0,0,0,1,1,0
HOUSE,MIXED_USE_BUILDING,Bruxelles,Saint-Gilles,1060,Hestia Immobilier,hestiaim_ganshoren@importfrommedia.be,,BUY_REGULAR,695000,2,5,4,4,4,,,,INSTALLED,GOOD,256,8,256,1,0,0,0,0,0,0,1,0
HOUSE,APARTMENT_BLOCK,Wallonie,Lessines,7860,Immo Nobels,99479@secure.fortissimmo.net,+32 55 30 92 90,BUY_REGULAR,275000,3,8,3,0,2,27,1,50,,,238,,260,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Bruxelles,1000,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,765000,2,2,2,1,2,,24,24,USA_SEMI_EQUIPPED,AS_NEW,119,,,1,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Hannut,4280,We Invest Hesbaye,storage4563_301@importfrommedia.be,+32 19 86 06 06,BUY_REGULAR,340000,2,2,1,0,1,,,2,USA_INSTALLED,GOOD,97,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Maldegem,9990,DE SMET & POUPEYE KANTOOR ASSEBROEK,louis.desoete@desmet-poupeye.be,,BUY_REGULAR,599000,4,5,2,2,2,,3,4,HYPER_EQUIPPED,AS_NEW,326,250,760,0,1,1,0,1,0,1,1,0
HOUSE,VILLA,Flandres,Avelgem,8580,Century 21 Immo Vercoutere,c21aivavelgem@omniwebsites.be,+32 56 64 78 92,BUY_REGULAR,550000,4,4,1,0,2,,1,3,HYPER_EQUIPPED,AS_NEW,250,240,859,0,0,0,0,1,0,1,1,0
APARTMENT,DUPLEX,Bruxelles,Etterbeek,1040,Real Lab,storage7592_84@importfrommedia.be,+32 2 430 26 00,BUY_REGULAR,489000,4,2,1,1,2,,,,USA_SEMI_EQUIPPED,GOOD,167,,,0,0,0,0,0,0,1,0,0
APARTMENT,DUPLEX,Bruxelles,Uccle,1180,ERA Châtelain,immoweb@erabelgium.be,+32 2 535 98 98,BUY_REGULAR,495000,3,3,2,0,,,,,,,134,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Bruxelles,Ixelles,1050,Latour et Petit Vente,latouretpetitvente@importfrommedia.be,+32 2 777 19 19,BUY_REGULAR,1030000,3,4,2,1,2,5,1,1,INSTALLED,TO_BE_DONE_UP,327,250,366,1,0,1,0,0,0,1,1,0
HOUSE,HOUSE,Flandres,Willebroek,2830,Trevi Axus,trevi-axus@omniwebsites.be,+32 3 298 02 02,BUY_REGULAR,414000,2,3,2,0,3,,1,,HYPER_EQUIPPED,GOOD,488,,266,1,0,0,0,1,0,0,0,0
HOUSE,VILLA,Wallonie,Court-Saint-Etienne,1490,DECA Immobilier,storage6489_661@importfrommedia.be,+32 2 899 24 78,BUY_REGULAR,389000,4,3,1,1,2,,,,INSTALLED,GOOD,169,,1058,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Wallonie,Nivelles,1400,Immobilière Beaufils,info@beaufils.be,+32 67 84 16 60,BUY_REGULAR,180000,2,2,1,0,1,,,1,INSTALLED,GOOD,75,,,0,0,0,0,1,0,1,0,0
APARTMENT,APARTMENT,Bruxelles,Evere,1140,Bouygues Immobilier Belgium,bouyguesimmobe@gmail.com ,+32 2 737 99 10,BUY_REGULAR,545000,,3,1,1,2,,1,,USA_HYPER_EQUIPPED,AS_NEW,140,,,1,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Zottegem,9620,Vastgoed Liedec BVBA,199944@secure.fortissimmo.net,+32 9 328 49 45,BUY_REGULAR,220000,,4,2,0,1,14,1,,INSTALLED,TO_BE_DONE_UP,120,,,0,0,1,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Knokke-Heist,8300,Agence Het Zoute nv,storage7042_961@importfrommedia.be,+32 50 60 33 33,BUY_REGULAR,750000,2,2,2,2,2,,2,,USA_HYPER_EQUIPPED,AS_NEW,93,,,1,0,0,0,0,0,1,0,0
HOUSE,VILLA,Flandres,Schilde,2970,Cum Laude,info@cumlaude.be,+32 3 653 00 02,BUY_REGULAR,895000,4,4,2,0,3,1,2,,,GOOD,331,2025,2025,0,0,0,0,0,0,0,1,0
APARTMENT,APARTMENT,Bruxelles,Ixelles,1050,Dewaele Brussels South,brussel-zuid@dewaele.com,+32 2 344 44 22,BUY_REGULAR,755000,4,3,2,0,2,,,1,HYPER_EQUIPPED,GOOD,170,,,0,0,0,0,0,0,1,0,0
APARTMENT,GROUND_FLOOR,Flandres,Lier,2500,Heylen Vastgoed Lier,heylenvastgoed@omniwebsites.be,+32 3 361 00 03,BUY_REGULAR,234941,2,1,1,0,1,,,,INSTALLED,,71,,,0,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Flandres,Oostakker,9041,Axel Lenaerts makelaars Gent,axellenaertsgent@omniwebsites.be,+32 9 245 24 24,BUY_REGULAR,345000,2,2,1,0,1,,,,INSTALLED,,94,,,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Gammerages,1570,Makelaarskantoor De Smet,desmetdiego@omniwebsites.be,,BUY_REGULAR,245000,3,3,1,0,2,,2,3,SEMI_EQUIPPED,TO_BE_DONE_UP,175,,824,0,0,0,0,1,0,0,1,0
HOUSE,VILLA,Wallonie,Esneux,4120,DOR & BLEUS Immobilier,dorenbleus@omniwebsites.be,+32 4 223 21 88,BUY_REGULAR,380000,3,4,2,1,3,,,2,,,175,350,435,0,0,0,0,1,0,1,1,0
APARTMENT,APARTMENT,Bruxelles,Ixelles,1050,MYIMMO Ixelles,ixelles@myimmo.be,+32 2 537 13 07,BUY_REGULAR,270000,3,2,1,1,1,,2,2,NOT_INSTALLED,TO_BE_DONE_UP,89,,,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Courcelles,6180,CENTURY 21 Maison Blanche,c21maisonblanche@omniwebsites.be,+32 67 87 45 00,BUY_REGULAR,249000,2,3,1,0,2,,,1,HYPER_EQUIPPED,AS_NEW,158,,350,1,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Mortsel,2640,Bauwens Vastgoed,bauwensinvest_523@importfrommedia.be,+32 3 345 88 99,BUY_REGULAR,325000,2,5,1,0,2,,,,INSTALLED,TO_RENOVATE,175,37,118,1,0,1,0,0,0,1,1,0
APARTMENT,PENTHOUSE,Flandres,Hoogstraten,2320,Heylen Exclusief,heylenvastgoed@omniwebsites.be,+32 800 29 223,BUY_REGULAR,715000,3,2,1,0,2,,1,,INSTALLED,AS_NEW,133,,,0,0,0,0,1,0,1,1,0
HOUSE,APARTMENT_BLOCK,Flandres,Roeselare,8800,Rovac Immobiliën,rovac@contactme.skarabee.com,+32 51 31 12 45,BUY_REGULAR,760000,,0,,0,,1,,4,,GOOD,,,298,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Wallonie,MARCINELLE,6001,I INVESTISSEMENT SPRL,info@iinvest.be,+32 71 11 51 15,BUY_REGULAR,180000,,2,1,0,1,6,1,,INSTALLED,AS_NEW,110,,,1,0,1,0,0,0,1,0,0
APARTMENT,PENTHOUSE,Bruxelles,Molenbeek-Saint-Jean,1080,,,,BUY_REGULAR,295000,1,1,1,0,1,,,,INSTALLED,AS_NEW,90,,,0,0,0,0,0,0,1,0,0
APARTMENT,GROUND_FLOOR,Flandres,Rotselaar,3110,Living Stone Nieuwbouw,pajota_leuven_639@importfrommedia.be,,BUY_REGULAR,359000,2,3,2,2,,,,1,USA_HYPER_EQUIPPED,,103,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Wondelgem,9032,Immo Vercruysse bvba,vercruysse@contactme.skarabee.com,+32 9 253 85 19,BUY_REGULAR,225000,,2,1,0,1,1,1,,,GOOD,86,,,0,0,0,0,0,0,0,0,0
APARTMENT,APARTMENT,Flandres,Westende,8434,Agence Sissau,sissau@omniwebsites.be,+32 59 30 19 91,BUY_REGULAR,290000,2,2,1,0,1,,,,INSTALLED,GOOD,53,,,1,0,0,1,1,0,0,0,0
APARTMENT,APARTMENT,Bruxelles,Woluwe-Saint-Pierre,1150,Sorimo  - Bruxelles,sorimo_bruxelles@importfrommedia.be,+32 2 772 80 20,BUY_REGULAR,600000,,3,2,0,3,,,,HYPER_EQUIPPED,AS_NEW,170,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Erembodegem,9320,Woonservice,200141@secure.fortissimmo.net,+32 53 70 00 45,BUY_REGULAR,295000,,3,1,0,1,16,1,,INSTALLED,,142,,263,0,0,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Wallonie,Fosses-la-Ville,5070,Les Maisons de Marjorie TOMA,immotoma@omniwebsites.be,+32 71 72 57 20,BUY_REGULAR,450000,4,0,,0,,,,1,,,,,0,0,0,0,0,1,0,0,0,0
APARTMENT,APARTMENT,Flandres,Roeselare,8800,Dicasa BV,199981@secure.fortissimmo.net,+32 51 20 14 00,BUY_REGULAR,249500,,2,1,0,1,9,,1,INSTALLED,GOOD,80,,,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Lierde,9570,Immo Da Vinci,cryptxim_gent@importfrommedia.be,+32 9 273 55 55,BUY_REGULAR,441500,3,3,2,0,2,,1,1,INSTALLED,AS_NEW,209,,568,0,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Flandres,Lier,2500,Copandi Lier,storage8026_lier_266@importfrommedia.be,,BUY_REGULAR,625000,2,5,2,0,3,,,2,,,230,,325,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Wallonie,Amay,4540,Antoine Immobilier- Nandrin,Z120783946003860000000002@secure.fortissimmo.net,+32 85 21 56 76,BUY_REGULAR,319000,,3,2,0,2,9,2,,INSTALLED,,196,,604,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Heist-aan-Zee,8301,RH Vastgoed,rh-vastgoed@contactme.skarabee.com,,BUY_REGULAR,295000,,2,1,0,1,1,,,,TO_RENOVATE,80,,,0,0,0,0,0,0,0,0,0
HOUSE,HOUSE,Flandres,Louvain,3012,Living Stone Leuven,pajota_493@importfrommedia.be,+32 16 60 76 09,BUY_REGULAR,295000,3,2,1,0,,,1,1,INSTALLED,TO_RENOVATE,98,,249,1,0,0,0,0,0,1,0,0
HOUSE,HOUSE,Wallonie,Cerfontaine Daussois,5630,Rêvimmo Charleroi,evimmorealestate_950@importfrommedia.be,+32 71 11 56 50,BUY_REGULAR,275000,2,4,2,2,3,,2,2,INSTALLED,AS_NEW,331,447,555,1,0,0,0,0,0,1,1,0
APARTMENT,DUPLEX,Wallonie,Fontainel'Evêque,6140,L' Avenir Immobilier,info@avenir-immobilier.be,+32 71 22 11 41,BUY_REGULAR,148500,4,2,1,1,1,,,,SEMI_EQUIPPED,GOOD,,,,0,0,0,0,0,0,1,0,0
APARTMENT,APARTMENT,Flandres,Dilbeek,1701,Living Stone Dilbeek,pajota_dilbeek@importfrommedia.be,+32 2 466 05 75,BUY_REGULAR,319000,,2,1,1,1,,1,1,HYPER_EQUIPPED,AS_NEW,81,,,0,0,0,0,0,0,1,0,0
HOUSE,MIXED_USE_BUILDING,Flandres,SINT-AMANDSBERG,9040,de Fooz,defooz@omniwebsites.be,+32 9 225 00 78,BUY_REGULAR,1695000,4,14,7,0,8,,4,,SEMI_EQUIPPED,GOOD,707,,666,0,0,0,0,1,0,1,0,0
HOUSE,HOUSE,Flandres,Gent,9000,Vicus,info@vicusvastgoed.be,,BUY_REGULAR,795000,3,4,2,0,2,1,,,,,205,37,131,0,0,0,0,0,0,0,1,0
